address_name,address_url,address_price,address_price_url,address_type,address_type_url,address_rooms,address_rooms_url,address_bathrooms,address_bathrooms_url
"38 Home Villas, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/38-home-villas-donnybrook-dublin-2238842/,"€640,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/38-home-villas-donnybrook-dublin-2238842/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/38-home-villas-donnybrook-dublin-2238842/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/38-home-villas-donnybrook-dublin-2238842/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/38-home-villas-donnybrook-dublin-2238842/
"Apartment 105, Block B/C, The Waterside, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-105-block-bc-the-waterside-dublin-4-dublin-2281904/,"€380,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-105-block-bc-the-waterside-dublin-4-dublin-2281904/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-105-block-bc-the-waterside-dublin-4-dublin-2281904/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-105-block-bc-the-waterside-dublin-4-dublin-2281904/,1,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-105-block-bc-the-waterside-dublin-4-dublin-2281904/
"7 Willow Field, Park Avenue, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/7-willow-field-park-avenue-sandymount-dublin-2284836/,"€585,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/7-willow-field-park-avenue-sandymount-dublin-2284836/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/sandymount/7-willow-field-park-avenue-sandymount-dublin-2284836/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/7-willow-field-park-avenue-sandymount-dublin-2284836/,1,https://www.daft.ie/dublin/houses-for-sale/sandymount/7-willow-field-park-avenue-sandymount-dublin-2284836/
"12 Morehampton Road, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/dublin-4/12-morehampton-road-dublin-4-dublin-2232132/,Price On Application,https://www.daft.ie/dublin/houses-for-sale/dublin-4/12-morehampton-road-dublin-4-dublin-2232132/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/dublin-4/12-morehampton-road-dublin-4-dublin-2232132/,4,https://www.daft.ie/dublin/houses-for-sale/dublin-4/12-morehampton-road-dublin-4-dublin-2232132/,5,https://www.daft.ie/dublin/houses-for-sale/dublin-4/12-morehampton-road-dublin-4-dublin-2232132/
"9 Fitzwilliam Quay, Ringsend, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ringsend/9-fitzwilliam-quay-ringsend-dublin-2102830/,"€899,500",https://www.daft.ie/dublin/houses-for-sale/ringsend/9-fitzwilliam-quay-ringsend-dublin-2102830/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/ringsend/9-fitzwilliam-quay-ringsend-dublin-2102830/,4,https://www.daft.ie/dublin/houses-for-sale/ringsend/9-fitzwilliam-quay-ringsend-dublin-2102830/,4,https://www.daft.ie/dublin/houses-for-sale/ringsend/9-fitzwilliam-quay-ringsend-dublin-2102830/
"155 The Links, Elmpark Green, Merrion, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/merrion/155-the-links-elmpark-green-merrion-dublin-2096866/,"€690,000",https://www.daft.ie/dublin/apartments-for-sale/merrion/155-the-links-elmpark-green-merrion-dublin-2096866/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/merrion/155-the-links-elmpark-green-merrion-dublin-2096866/,3,https://www.daft.ie/dublin/apartments-for-sale/merrion/155-the-links-elmpark-green-merrion-dublin-2096866/,3,https://www.daft.ie/dublin/apartments-for-sale/merrion/155-the-links-elmpark-green-merrion-dublin-2096866/
"8 Fishermans Wharf, Ringsend, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ringsend/8-fishermans-wharf-ringsend-dublin-2232134/,"€460,000",https://www.daft.ie/dublin/houses-for-sale/ringsend/8-fishermans-wharf-ringsend-dublin-2232134/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/ringsend/8-fishermans-wharf-ringsend-dublin-2232134/,3,https://www.daft.ie/dublin/houses-for-sale/ringsend/8-fishermans-wharf-ringsend-dublin-2232134/,1,https://www.daft.ie/dublin/houses-for-sale/ringsend/8-fishermans-wharf-ringsend-dublin-2232134/
"75A Sandymount Road, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/75a-sandymount-road-sandymount-dublin-2087576/,"€995,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/75a-sandymount-road-sandymount-dublin-2087576/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/75a-sandymount-road-sandymount-dublin-2087576/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/75a-sandymount-road-sandymount-dublin-2087576/,1,https://www.daft.ie/dublin/houses-for-sale/sandymount/75a-sandymount-road-sandymount-dublin-2087576/
"242 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/242-the-sweepstakes-ballsbridge-ballsbridge-dublin-2261953/,"€425,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/242-the-sweepstakes-ballsbridge-ballsbridge-dublin-2261953/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/242-the-sweepstakes-ballsbridge-ballsbridge-dublin-2261953/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/242-the-sweepstakes-ballsbridge-ballsbridge-dublin-2261953/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/242-the-sweepstakes-ballsbridge-ballsbridge-dublin-2261953/
"44 Haddington Square, Beggars Bush, Haddington Road, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-haddington-square-beggars-bush-haddington-road-dublin-4-dublin-2215321/,"€450,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-haddington-square-beggars-bush-haddington-road-dublin-4-dublin-2215321/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-haddington-square-beggars-bush-haddington-road-dublin-4-dublin-2215321/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-haddington-square-beggars-bush-haddington-road-dublin-4-dublin-2215321/,1,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/44-haddington-square-beggars-bush-haddington-road-dublin-4-dublin-2215321/
"St Martin, 15 Waterloo Lane, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/st-martin-15-waterloo-lane-ballsbridge-dublin-2275207/,"€1,095,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/st-martin-15-waterloo-lane-ballsbridge-dublin-2275207/,Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/st-martin-15-waterloo-lane-ballsbridge-dublin-2275207/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/st-martin-15-waterloo-lane-ballsbridge-dublin-2275207/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/st-martin-15-waterloo-lane-ballsbridge-dublin-2275207/
"46 Simmonscourt Castle, Simmonscourt Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/46-simmonscourt-castle-simmonscourt-road-ballsbridge-dublin-2223253/,"€595,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/46-simmonscourt-castle-simmonscourt-road-ballsbridge-dublin-2223253/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/46-simmonscourt-castle-simmonscourt-road-ballsbridge-dublin-2223253/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/46-simmonscourt-castle-simmonscourt-road-ballsbridge-dublin-2223253/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/46-simmonscourt-castle-simmonscourt-road-ballsbridge-dublin-2223253/
"34 Home Villas, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/34-home-villas-donnybrook-dublin-2260676/,"€650,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/34-home-villas-donnybrook-dublin-2260676/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/34-home-villas-donnybrook-dublin-2260676/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/34-home-villas-donnybrook-dublin-2260676/,1,https://www.daft.ie/dublin/houses-for-sale/donnybrook/34-home-villas-donnybrook-dublin-2260676/
"The Bungalow, Rere Of 50-52 Nutley Road, Donnybrook, Dublin 4",https://www.daft.ie/dublin/bungalows-for-sale/donnybrook/rere-of-50-52-nutley-road-donnybrook-dublin-2297813/,"€1,000,000",https://www.daft.ie/dublin/bungalows-for-sale/donnybrook/rere-of-50-52-nutley-road-donnybrook-dublin-2297813/,Detached House,https://www.daft.ie/dublin/bungalows-for-sale/donnybrook/rere-of-50-52-nutley-road-donnybrook-dublin-2297813/,3,https://www.daft.ie/dublin/bungalows-for-sale/donnybrook/rere-of-50-52-nutley-road-donnybrook-dublin-2297813/,2,https://www.daft.ie/dublin/bungalows-for-sale/donnybrook/rere-of-50-52-nutley-road-donnybrook-dublin-2297813/
"5 Railway Cottages, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/5-railway-cottages-sandymount-dublin-2297638/,"€750,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/5-railway-cottages-sandymount-dublin-2297638/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/5-railway-cottages-sandymount-dublin-2297638/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/5-railway-cottages-sandymount-dublin-2297638/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/5-railway-cottages-sandymount-dublin-2297638/
"35 Pembroke Gardens, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/dublin-4/35-pembroke-gardens-ballsbridge-dublin-4-dublin-2296663/,"€595,000",https://www.daft.ie/dublin/houses-for-sale/dublin-4/35-pembroke-gardens-ballsbridge-dublin-4-dublin-2296663/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/dublin-4/35-pembroke-gardens-ballsbridge-dublin-4-dublin-2296663/,2,https://www.daft.ie/dublin/houses-for-sale/dublin-4/35-pembroke-gardens-ballsbridge-dublin-4-dublin-2296663/,1,https://www.daft.ie/dublin/houses-for-sale/dublin-4/35-pembroke-gardens-ballsbridge-dublin-4-dublin-2296663/
"Apartment 1, Fortlands, Herbert Avenue, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-1-fortlands-herbert-avenue-ballsbridge-dublin-2296647/,"€545,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-1-fortlands-herbert-avenue-ballsbridge-dublin-2296647/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-1-fortlands-herbert-avenue-ballsbridge-dublin-2296647/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-1-fortlands-herbert-avenue-ballsbridge-dublin-2296647/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-1-fortlands-herbert-avenue-ballsbridge-dublin-2296647/
"65 Ringsend Road, Ringsend, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ringsend/65-ringsend-road-ringsend-dublin-2296318/,"€420,000",https://www.daft.ie/dublin/houses-for-sale/ringsend/65-ringsend-road-ringsend-dublin-2296318/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/ringsend/65-ringsend-road-ringsend-dublin-2296318/,4,https://www.daft.ie/dublin/houses-for-sale/ringsend/65-ringsend-road-ringsend-dublin-2296318/,1,https://www.daft.ie/dublin/houses-for-sale/ringsend/65-ringsend-road-ringsend-dublin-2296318/
"Apartment 11, Pembroke Court, 75/77 Pembroke Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-11-pembroke-court-7577-pembroke-road-ballsbridge-dublin-2295258/,"€325,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-11-pembroke-court-7577-pembroke-road-ballsbridge-dublin-2295258/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-11-pembroke-court-7577-pembroke-road-ballsbridge-dublin-2295258/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-11-pembroke-court-7577-pembroke-road-ballsbridge-dublin-2295258/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-11-pembroke-court-7577-pembroke-road-ballsbridge-dublin-2295258/
"59 Pembroke Cottages, Donnybrook, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/59-pembroke-cottages-donnybrook-donnybrook-dublin-2292446/,"€425,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/59-pembroke-cottages-donnybrook-donnybrook-dublin-2292446/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/59-pembroke-cottages-donnybrook-donnybrook-dublin-2292446/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/59-pembroke-cottages-donnybrook-donnybrook-dublin-2292446/,1,https://www.daft.ie/dublin/houses-for-sale/donnybrook/59-pembroke-cottages-donnybrook-donnybrook-dublin-2292446/
"12 Merlyn Park, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/12-merlyn-park-ballsbridge-dublin-2292334/,"€995,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/12-merlyn-park-ballsbridge-dublin-2292334/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/12-merlyn-park-ballsbridge-dublin-2292334/,4,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/12-merlyn-park-ballsbridge-dublin-2292334/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/12-merlyn-park-ballsbridge-dublin-2292334/
"22 Hastings Street, Ringsend, Ringsend, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ringsend/22-hastings-street-ringsend-ringsend-dublin-2292089/,"€395,000",https://www.daft.ie/dublin/houses-for-sale/ringsend/22-hastings-street-ringsend-ringsend-dublin-2292089/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ringsend/22-hastings-street-ringsend-ringsend-dublin-2292089/,2,https://www.daft.ie/dublin/houses-for-sale/ringsend/22-hastings-street-ringsend-ringsend-dublin-2292089/,1,https://www.daft.ie/dublin/houses-for-sale/ringsend/22-hastings-street-ringsend-ringsend-dublin-2292089/
"Apartment 4, Broc Hall, Beech Hill Avenue, Donnybrook, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-4-broc-hall-beech-hill-avenue-donnybrook-dublin-2292085/,"€325,000",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-4-broc-hall-beech-hill-avenue-donnybrook-dublin-2292085/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-4-broc-hall-beech-hill-avenue-donnybrook-dublin-2292085/,1,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-4-broc-hall-beech-hill-avenue-donnybrook-dublin-2292085/,1,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/apartment-4-broc-hall-beech-hill-avenue-donnybrook-dublin-2292085/
"5 Dodder Terrace, Irishtown, Irishtown, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/irishtown/5-dodder-terrace-irishtown-irishtown-dublin-2291432/,"€414,950",https://www.daft.ie/dublin/houses-for-sale/irishtown/5-dodder-terrace-irishtown-irishtown-dublin-2291432/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/irishtown/5-dodder-terrace-irishtown-irishtown-dublin-2291432/,2,https://www.daft.ie/dublin/houses-for-sale/irishtown/5-dodder-terrace-irishtown-irishtown-dublin-2291432/,1,https://www.daft.ie/dublin/houses-for-sale/irishtown/5-dodder-terrace-irishtown-irishtown-dublin-2291432/
"10 St Albans Park, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/10-st-albans-park-sandymount-dublin-2290915/,"€1,000,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/10-st-albans-park-sandymount-dublin-2290915/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/10-st-albans-park-sandymount-dublin-2290915/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/10-st-albans-park-sandymount-dublin-2290915/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/10-st-albans-park-sandymount-dublin-2290915/
"Orchard Lodge, Holyrood Park, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/orchard-lodge-holyrood-park-sandymount-dublin-2290108/,"€1,600,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/orchard-lodge-holyrood-park-sandymount-dublin-2290108/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/orchard-lodge-holyrood-park-sandymount-dublin-2290108/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/orchard-lodge-holyrood-park-sandymount-dublin-2290108/,5,https://www.daft.ie/dublin/houses-for-sale/sandymount/orchard-lodge-holyrood-park-sandymount-dublin-2290108/
"49 Pembroke Cottages, Donnybrook, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/49-pembroke-cottages-donnybrook-donnybrook-dublin-2288799/,"€490,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/49-pembroke-cottages-donnybrook-donnybrook-dublin-2288799/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/49-pembroke-cottages-donnybrook-donnybrook-dublin-2288799/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/49-pembroke-cottages-donnybrook-donnybrook-dublin-2288799/,1,https://www.daft.ie/dublin/houses-for-sale/donnybrook/49-pembroke-cottages-donnybrook-donnybrook-dublin-2288799/
"17 Serpentine Avenue, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/dublin-4/17-serpentine-avenue-ballsbridge-dublin-4-dublin-2288623/,"€1,350,000",https://www.daft.ie/dublin/houses-for-sale/dublin-4/17-serpentine-avenue-ballsbridge-dublin-4-dublin-2288623/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/dublin-4/17-serpentine-avenue-ballsbridge-dublin-4-dublin-2288623/,3,https://www.daft.ie/dublin/houses-for-sale/dublin-4/17-serpentine-avenue-ballsbridge-dublin-4-dublin-2288623/,3,https://www.daft.ie/dublin/houses-for-sale/dublin-4/17-serpentine-avenue-ballsbridge-dublin-4-dublin-2288623/
"154 Lansdowne Park, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/154-lansdowne-park-ballsbridge-dublin-2288342/,"€995,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/154-lansdowne-park-ballsbridge-dublin-2288342/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/154-lansdowne-park-ballsbridge-dublin-2288342/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/154-lansdowne-park-ballsbridge-dublin-2288342/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/154-lansdowne-park-ballsbridge-dublin-2288342/
"81 Bloomfield Park, Donnybrook, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/81-bloomfield-park-donnybrook-dublin-2287438/,"€575,000",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/81-bloomfield-park-donnybrook-dublin-2287438/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/81-bloomfield-park-donnybrook-dublin-2287438/,2,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/81-bloomfield-park-donnybrook-dublin-2287438/,0,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/81-bloomfield-park-donnybrook-dublin-2287438/
"1 Seapoint Terrace, Irishtown, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/irishtown/1-seapoint-terrace-irishtown-dublin-2287346/,"€850,000",https://www.daft.ie/dublin/houses-for-sale/irishtown/1-seapoint-terrace-irishtown-dublin-2287346/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/irishtown/1-seapoint-terrace-irishtown-dublin-2287346/,4,https://www.daft.ie/dublin/houses-for-sale/irishtown/1-seapoint-terrace-irishtown-dublin-2287346/,1,https://www.daft.ie/dublin/houses-for-sale/irishtown/1-seapoint-terrace-irishtown-dublin-2287346/
"18 Sandymount Avenue, Sandymount, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/18-sandymount-avenue-sandymount-sandymount-dublin-2284963/,"€1,600,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/18-sandymount-avenue-sandymount-sandymount-dublin-2284963/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/sandymount/18-sandymount-avenue-sandymount-sandymount-dublin-2284963/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/18-sandymount-avenue-sandymount-sandymount-dublin-2284963/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/18-sandymount-avenue-sandymount-sandymount-dublin-2284963/
"5 Pembroke Cottages, Ringsend, Ringsend, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ringsend/5-pembroke-cottages-ringsend-ringsend-dublin-2284914/,"€335,000",https://www.daft.ie/dublin/apartments-for-sale/ringsend/5-pembroke-cottages-ringsend-ringsend-dublin-2284914/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ringsend/5-pembroke-cottages-ringsend-ringsend-dublin-2284914/,2,https://www.daft.ie/dublin/apartments-for-sale/ringsend/5-pembroke-cottages-ringsend-ringsend-dublin-2284914/,1,https://www.daft.ie/dublin/apartments-for-sale/ringsend/5-pembroke-cottages-ringsend-ringsend-dublin-2284914/
"64 Gilford Road, Sandymount, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/64-gilford-road-sandymount-sandymount-dublin-2284866/,"€850,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/64-gilford-road-sandymount-sandymount-dublin-2284866/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/64-gilford-road-sandymount-sandymount-dublin-2284866/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/64-gilford-road-sandymount-sandymount-dublin-2284866/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/64-gilford-road-sandymount-sandymount-dublin-2284866/
"Apartment 53, Fitzwilliam Quay Apartments, Ringsend, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-53-fitzwilliam-quay-apartments-ringsend-dublin-2284850/,"€395,000",https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-53-fitzwilliam-quay-apartments-ringsend-dublin-2284850/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-53-fitzwilliam-quay-apartments-ringsend-dublin-2284850/,2,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-53-fitzwilliam-quay-apartments-ringsend-dublin-2284850/,1,https://www.daft.ie/dublin/apartments-for-sale/ringsend/apartment-53-fitzwilliam-quay-apartments-ringsend-dublin-2284850/
"9 Leahy's Terrace, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/dublin-4/9-leahys-terrace-sandymount-dublin-4-dublin-2284645/,"€950,000",https://www.daft.ie/dublin/houses-for-sale/dublin-4/9-leahys-terrace-sandymount-dublin-4-dublin-2284645/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/dublin-4/9-leahys-terrace-sandymount-dublin-4-dublin-2284645/,4,https://www.daft.ie/dublin/houses-for-sale/dublin-4/9-leahys-terrace-sandymount-dublin-4-dublin-2284645/,4,https://www.daft.ie/dublin/houses-for-sale/dublin-4/9-leahys-terrace-sandymount-dublin-4-dublin-2284645/
"18 Pembroke Square, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/18-pembroke-square-ballsbridge-dublin-2284046/,"€395,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/18-pembroke-square-ballsbridge-dublin-2284046/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/18-pembroke-square-ballsbridge-dublin-2284046/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/18-pembroke-square-ballsbridge-dublin-2284046/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/18-pembroke-square-ballsbridge-dublin-2284046/
"7 Herbert Park Mews, Donnybrook, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/7-herbert-park-mews-donnybrook-dublin-2283890/,"€400,000",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/7-herbert-park-mews-donnybrook-dublin-2283890/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/7-herbert-park-mews-donnybrook-dublin-2283890/,2,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/7-herbert-park-mews-donnybrook-dublin-2283890/,1,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/7-herbert-park-mews-donnybrook-dublin-2283890/
"4 Willow Mews, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/4-willow-mews-sandymount-dublin-2283738/,"€725,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/4-willow-mews-sandymount-dublin-2283738/,Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/4-willow-mews-sandymount-dublin-2283738/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/4-willow-mews-sandymount-dublin-2283738/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/4-willow-mews-sandymount-dublin-2283738/
"18 Sandymount Avenue, Ballsbridge, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/18-sandymount-avenue-ballsbridge-ballsbridge-dublin-2283625/,"€1,600,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/18-sandymount-avenue-ballsbridge-ballsbridge-dublin-2283625/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/18-sandymount-avenue-ballsbridge-ballsbridge-dublin-2283625/,4,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/18-sandymount-avenue-ballsbridge-ballsbridge-dublin-2283625/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/18-sandymount-avenue-ballsbridge-ballsbridge-dublin-2283625/
"13 Donnybrook Manor, Donnybrook, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/13-donnybrook-manor-donnybrook-donnybrook-dublin-2283499/,"€650,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/13-donnybrook-manor-donnybrook-donnybrook-dublin-2283499/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/13-donnybrook-manor-donnybrook-donnybrook-dublin-2283499/,3,https://www.daft.ie/dublin/houses-for-sale/donnybrook/13-donnybrook-manor-donnybrook-donnybrook-dublin-2283499/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/13-donnybrook-manor-donnybrook-donnybrook-dublin-2283499/
